0.0,0.0,594.0,96.0,798.0,300.0
35.0,0.0,592.0,98.0,803.0,309.0
68.33333333333334,0.0,594.0,102.0,803.0,311.0
103.33333333333334,0.0,589.0,103.0,803.0,317.0
138.33333333333334,0.0,601.0,114.0,799.0,312.0
171.66666666666669,0.0,602.0,119.0,800.0,317.0
206.66666666666669,0.0,596.0,121.0,798.0,323.0
241.66666666666666,0.0,601.0,126.0,798.0,323.0
276.6666666666667,0.0,610.0,136.0,797.0,323.0
310.0,0.0,602.0,135.0,808.0,341.0
345.00000000000006,0.0,609.0,144.0,804.0,339.0
380.0,0.0,606.0,144.0,807.0,345.0
413.33333333333337,0.0,617.0,152.0,809.0,344.0
448.33333333333337,0.0,625.0,157.0,814.0,346.0
483.3333333333333,0.0,617.0,156.0,814.0,353.0
516.6666666666667,0.0,622.0,160.0,816.0,354.0
551.6666666666667,0.0,613.0,153.0,822.0,362.0
586.6666666666666,0.0,630.0,166.0,821.0,357.0
620.0,0.0,628.0,167.0,818.0,357.0
655.0,0.0,633.0,171.0,818.0,356.0
690.0000000000001,0.0,630.0,167.0,824.0,361.0
723.3333333333334,0.0,633.0,171.0,827.0,365.0
758.3333333333334,0.0,636.0,178.0,819.0,361.0
793.3333333333334,0.0,642.0,181.0,821.0,360.0
828.3333333333334,0.0,642.0,179.0,823.0,360.0
861.6666666666667,0.0,644.0,181.0,824.0,361.0
896.6666666666667,0.0,631.0,170.0,836.0,375.0
931.6666666666667,0.0,631.0,171.0,834.0,374.0
965.0000000000001,0.0,635.0,172.0,838.0,375.0
1000.0,0.0,644.0,180.0,835.0,371.0
1035.0000000000002,0.0,634.0,169.0,842.0,377.0
1068.3333333333333,0.0,642.0,176.0,842.0,376.0
1103.3333333333335,0.0,640.0,176.0,839.0,375.0
1138.3333333333335,0.0,643.0,178.0,840.0,375.0
1171.6666666666667,0.0,640.0,174.0,842.0,376.0
1206.6666666666667,0.0,636.0,171.0,844.0,379.0
1241.6666666666667,0.0,638.0,173.0,840.0,375.0
1276.6666666666667,0.0,633.0,169.0,842.0,378.0
1310.0,0.0,634.0,171.0,839.0,376.0
1345.0000000000002,0.0,636.0,168.0,844.0,376.0
1380.0000000000002,0.0,636.0,170.0,841.0,375.0
1413.3333333333333,0.0,631.0,165.0,845.0,379.0
1448.3333333333335,0.0,634.0,167.0,847.0,380.0
1483.3333333333335,0.0,630.0,165.0,846.0,381.0
1516.6666666666667,0.0,631.0,165.0,847.0,381.0
1551.6666666666667,0.0,633.0,166.0,845.0,378.0
1586.6666666666667,0.0,631.0,165.0,845.0,379.0
1620.0,0.0,633.0,168.0,842.0,377.0
1655.0,0.0,635.0,168.0,845.0,378.0
1690.0000000000002,0.0,637.0,171.0,840.0,374.0
1723.3333333333335,0.0,635.0,170.0,841.0,376.0
1758.3333333333335,0.0,639.0,173.0,840.0,374.0
1793.3333333333335,0.0,644.0,176.0,836.0,368.0
1828.3333333333333,0.0,641.0,175.0,837.0,371.0
1861.6666666666667,0.0,636.0,172.0,838.0,374.0
1896.6666666666667,0.0,634.0,172.0,837.0,375.0
1931.666666666667,0.0,628.0,167.0,840.0,379.0
1965.0,0.0,630.0,167.0,840.0,377.0
2000.0,0.0,625.0,163.0,842.0,380.0
2035.0000000000002,0.0,630.0,166.0,844.0,380.0
2068.3333333333335,0.0,629.0,165.0,843.0,379.0
2103.3333333333335,0.0,629.0,166.0,841.0,378.0
2138.3333333333335,0.0,629.0,166.0,841.0,378.0
2171.666666666667,0.0,628.0,165.0,841.0,378.0
2206.666666666667,0.0,632.0,164.0,844.0,376.0
2241.6666666666665,0.0,626.0,161.0,847.0,382.0
2276.666666666667,0.0,628.0,164.0,845.0,381.0
2310.0,0.0,626.0,162.0,845.0,381.0
2345.0,0.0,627.0,161.0,848.0,382.0
2380.0000000000005,0.0,634.0,166.0,844.0,376.0
2413.3333333333335,0.0,628.0,164.0,843.0,379.0
2448.3333333333335,0.0,630.0,164.0,844.0,378.0
2483.3333333333335,0.0,633.0,167.0,842.0,376.0
2516.6666666666665,0.0,626.0,161.0,846.0,381.0
2551.666666666667,0.0,631.0,165.0,846.0,380.0
2586.666666666667,0.0,635.0,169.0,841.0,375.0
2620.0,0.0,637.0,169.0,840.0,372.0
2655.0000000000005,0.0,637.0,166.0,841.0,370.0
2690.0000000000005,0.0,645.0,177.0,837.0,369.0
2723.3333333333335,0.0,637.0,167.0,839.0,369.0
2793.3333333333335,0.0,646.0,168.0,837.0,359.0
2828.3333333333335,0.0,645.0,169.0,836.0,360.0
2861.666666666667,0.0,647.0,171.0,833.0,357.0
2896.666666666667,0.0,640.0,159.0,846.0,365.0
2931.6666666666665,0.0,643.0,160.0,840.0,357.0
2965.0000000000005,0.0,637.0,156.0,844.0,363.0
3000.0,0.0,642.0,160.0,838.0,356.0
3103.3333333333335,0.0,640.0,166.0,833.0,359.0
3138.3333333333335,0.0,647.0,167.0,836.0,356.0
3171.666666666667,0.0,637.0,157.0,840.0,360.0
3206.666666666667,0.0,641.0,161.0,837.0,357.0
3276.666666666667,0.0,640.0,162.0,837.0,359.0
3345.0,0.0,637.0,162.0,833.0,358.0
3380.0000000000005,0.0,642.0,167.0,828.0,353.0
3413.3333333333335,0.0,640.0,164.0,832.0,356.0
3448.3333333333335,0.0,640.0,163.0,832.0,355.0
3483.3333333333335,0.0,633.0,158.0,837.0,362.0
3516.666666666667,0.0,635.0,157.0,837.0,359.0
3586.666666666667,0.0,628.0,156.0,835.0,363.0
3620.0,0.0,623.0,151.0,838.0,366.0
3690.0000000000005,0.0,638.0,165.0,826.0,353.0
3723.3333333333335,0.0,629.0,160.0,831.0,362.0
3758.333333333334,0.0,640.0,169.0,827.0,356.0
3793.3333333333335,0.0,640.0,166.0,832.0,358.0
3828.3333333333335,0.0,637.0,165.0,832.0,360.0
3861.666666666667,0.0,638.0,167.0,831.0,360.0
3896.666666666667,0.0,637.0,166.0,832.0,361.0
3931.666666666667,0.0,632.0,164.0,835.0,367.0
3965.0000000000005,0.0,631.0,162.0,837.0,368.0
4000.0,0.0,629.0,161.0,837.0,369.0
4035.0,0.0,633.0,165.0,834.0,366.0
4068.3333333333335,0.0,628.0,160.0,836.0,368.0
4103.333333333334,0.0,632.0,162.0,836.0,366.0
